,0,1,2,3,4,5,6,7,8
578157,2454910046947801881,1691594282136167904,2012-03-25T18:33:00-03:00,Coxa não consegue somar pontos em Arapongas,"Jogando contra o Arapongas, Coxa tem resultado ruim no Paranaense&nbsp;



O Coritiba foi a Arapongas onde enfrentou o time da casa, neste domingo (25). A partida válida pela 5ª rodada do returno do Campeonato Paranaense foi bastante disputada, com muita pressão para os dois lados. Mas quem levou a melhor foi o Arapongas.


O Coritiba começou com Vanderlei, Emerson, Pereira, Lucas Mendes, Jonas, Junior Urso, Gil, Lincoln, Renan Oliveira, Roberto e Anderson Aquino em campo.

Quem começou indo para cima foi o time da casa, que com velocidade chegou na área do Verdão aos 4 minutos e abriu o placar com Tiago Adam, &nbsp;que bateu no canto, sem chances para o goleiro alviverde.

O Coxa continuou indo para cima, buscando o empate. Aos 12 minutos Renan Oliveira mandou em direção de Gil que estava na área, mas sem continuidade na jogada. Na sequência, Lincoln cobrou falta próxima da área com uma bomba que explodiu na barreira.

Roberto ainda insistiu aos 25 minutos, cruzando para área e a zaga do Arapongas tirou o perigo. Aos 35 minutos, Lincoln ainda tenta armar o ataque, mas assistente assinala o impedimento. Mas o primeiro tempo terminou assim mesmo, com a vantagem do time da casa.

Etapa complementar

Para o segundo tempo, Marcelo Oliveira trocou Renan Oliveira por Geraldo. O Coritiba tentou pressionar no início, buscando o empate. Aos três minutos, Lincoln e Geraldo fazem tabela, tentando chegar, mas foram desarmados.

E mais uma substituição foi feita no Verdão, com a entrada de Eltinho no lugar de Lucas Mendes. Aos 17 minutos, Lincoln bateu falta e Junior Urso mandou para fora. Então, o treinador muda de novo a equipe: Lincoln sai para a entrada de Caio Vinícius.

Na sequência, o árbitro da partida marca falta de Emerson. O zagueiro alviverde reclamou da marcação e acabou sendo expulso. E aos 23 minutos, o Arapongas aproveita a vantagem e marca mais um com Léo Itaperuna.

Então, Geraldo faz jogada individual e partiu para cima, driblou todo mundo e não conseguiu a finalização. O Arapongas ainda conseguiu chegar na área do Coxa, mais duas vezes, e Vanderlei fez boas defesas. Assim, a partida terminou com o placar desfavorável para o Coritiba.

O Alviverde joga novamente nesta quarta-feira (28), contra o Londrina, numa partida decisiva no Couto Pereira.







Matéria: Coritiba.com.br",00198295234221634083,Tudo Sobre o Coxa,0,Paranaense 2012
578160,7544827957661989610,1691594282136167904,2012-03-23T20:05:00-03:00,Foco volta ao Paranaense,"Após a classificação na Copa do Brasil, Coxa volta as atenções ao Paranaense&nbsp;




O elenco coxa-branca não tem muito tempo para trabalhar e já volta as atenções ao Campeonato Paranaense. Após eliminar o Nacional-AM, a equipe coxa-branca foca no Arapongas, adversário do próximo domingo (25). Mais do que nunca, cada partida é uma decisão e com esse espírito o Coxa encara um jogo difícil.


No ano passado, um empate no estádio dos Pássaros, saiu no último minuto. “Tivemos um jogo muito difícil, não sustentamos e aos 45 eles fizeram um gol de empate. Pelo que a gente vê na televisão o gramado está bem melhor e isso é bom para os dois times”, recorda o técnico Marcelo Oliveira.

Se no ano passado o adversário fez bonito, este ano também iniciou com boa regularidade. Embora não venha de dois bons resultados, é uma equipe que merece toda atenção. “Eles jogaram muito bem aqui e estou surpreso com as derrotas porque é um time muito forte, bem armado, tem boa saída de bola e boa marcação. Termos que estar atentos ao adversário, mas muito mais comprometidos com a nossa produção”, pondera Oliveira.

Por isso o foco total na partida, lembrando que cada partida, a partir de agora, é decisiva. “A gente que tem bastante tempo de futebol já está acostumado, quando se trabalha em uma grande equipe, como o Coritiba, é natural disputar jogos decisivos. Então precisamos ganhar do Arapongas pra poder decidir contra o Londrina”, garante.

Grupo está preparado para encarar jogos decisivos

O técnico Marcelo Oliveira valoriza o grupo que tem para encarar essa fase. O zagueiro Pereira, suspenso na partida da Copa do Brasil, está novamente à disposição para o jogo do estadual.

Quem está fora é o meia Tcheco, que não viaja, com isso a equipe conta com boas opções. “Perdemos um jogador experiente com uma técnica muito boa, porém podemos ganhar um jogador mais dinâmico que vai acrescentar algo novo para o time”, finaliza.







Matéria: Coritiba.com.br",00198295234221634083,Tudo Sobre o Coxa,0,"Marcelo Oliveira,Paranaense 2012"
578163,4569203532597109657,1691594282136167904,2012-03-23T13:18:00-03:00,Retrospecto entre Coritiba e Arapongas,"

Confira os números desde duelo entre Coritiba e Arapongas



Domingo (25) o Coritiba vai a Arapongas, onde enfrenta o time da casa pelo Campeonato Paranaense. Esta será a sétima vez que as equipes confrontam e quem tem vantagem é o Verdão.

Com quatro vitórias coxas-brancas – a última na primeira fase da competição regional deste ano -, dois empates e nenhuma derrota. Ao todo, em seis partidas já disputadas por 12 vezes o torcedor coritibano comemorou um gol feito, já os adversários fizeram apenas duas vezes neste histórico.

A cidade de Arapongas contou com um outro clube, que enfrentou o Coxa na década de 60. Era a Sociedade Esportiva e Recreativa Arapongas, que também jogou com o Verdão por três vezes. Venceu duas dela e o Coxa venceu uma. Se enfrentaram pela primeira vez em 1962 e depois, mais duas vezes em 1966.







Fonte: Coritiba.com.br",00198295234221634083,Tudo Sobre o Coxa,0,"Paranaense 2012,Retrospecto"
578164,1349274332057154527,1691594282136167904,2012-03-24T08:36:00-03:00,Roberto confia na preparação do grupo,"

O atacante Roberto acredita na equipe e fala de suas características em campo. Atacante também destaca a atuação de Anderson Aquino&nbsp;



Na tarde desta sexta-feira (23), a equipe do Coritiba realizou mais um treino antes da viagem ao norte do Paraná, onde enfrentará o Arapongas no próximo domingo (25). E o atacante Roberto sabe das dificuldades, mas está otimista com o grupo para essa disputa. “Já me falaram que o gramado não tem aquela qualidade que estamos acostumados e a torcida pressiona muito e joga com o time. Mas nós estamos bem. O grupo está preparado e sabe que o jogo lá pode definir muita coisa no campeonato”, afirmou.

O atacante lembra a vitória sobre o Nacional-AM, na qual deu assistência para Aquino abrir o placar no Couto Pereira. “O Aquino é um excelente jogador, se posiciona muito bem, o que facilita para sempre deixar ele na cara do gol”, destaca. “É importante isso, quem vem do meio sempre deixar quem está mais na frente na cara do gol”, emenda valorizando o entrosamento e posicionamento agressivo da equipe. E quando fala em posicionamento, ele lembra que veio para ajudar: “Eu falei quando cheguei aqui, posso atuar mais adiantado ou aberto pelas pontas”.

Sobre sua condição física, o atleta espera evoluir a cada dia e reconhece que ainda não está cem por cento. “Foi apenas meu terceiro jogo, falta ritmo ainda. A cada jogo e a cada treinamento a gente vai melhorando. Acredito que daqui três ou quatro jogos a condição física vai estar bem melhor”, confia Roberto.







Matéria: Coritiba.com.br",00198295234221634083,Tudo Sobre o Coxa,0,"Jogadores,Paranaense 2012"
578166,9126401866223127335,1691594282136167904,2012-03-23T13:38:00-03:00,"Em breve, Coritiba Store será inaugurada","Torcedor coxa-branca logo vai ter um ambiente moderno para adquirir os novos modelos do uniforme do Verdão&nbsp;




A partir desta sexta-feira (23), a Coritiba Store Pop-Up estará fechada para a inauguração da nova loja do Verdão, que acontece em breve. Por enquanto, os torcedores coxas-brancas podem adquirir os produtos do clube pela&nbsp;loja online.


Em breve, um novo ambiente, moderno e que vai atender a expectativa da torcida será inaugurado. Aguardem!







Matéria: Coritiba.com.br",00198295234221634083,Tudo Sobre o Coxa,0,CoritibaStore
578228,8153867703477926913,169164403537425480,2012-10-23T15:19:00-07:00,Pensamentos ...,"



Hoje mesmo eu estava pensando... É tanta coisa boa que acontece na nossa vida, mais coisas boas do que ruins muitas vezes, e mesmo assim, quando a gente para pra pensar, a gente só lembra das coisas ruins. As coisas boas parecem passar em branco na nossa cabeça. Até acaba parecendo que só as coisas ruins causam impacto nas nossas vidas... As vezes parece que o que foi bom não valeu de nada. Talvez nem possa mesmo valer diante da enorme dimensão de coisas ruins que muitas vezes nos acontecem, sem a gente nem mesmo saber o porque. A gente não se acostuma com as coisas ruins, porque elas não estão nos nossos planos. Quando a gente fecha os olhos à noite e para pra pensar na vida, a gente não pensa em possíveis desgraças, em mudanças de planos que não vão dar certo, em decepções... A gente fantasia tudo detalhadamente perfeito, e é esse o nosso erro. É como montar um castelo perfeito, que deu o maior trabalho, na beira do mar &nbsp;e depois ver uma onda enorme vir e destruir tudo. É assim na vida. Quando a gente deita no travesseiro construímos sonhos perfeitos, fazemos planos tão corretos, pra acordar no outro dia e saber que não vai ser assim. E o pior, quando não é assim, a gente acaba se frustrando, achando que não é feliz, se culpando pelas coisas boas não acontecerem. As coisas boas acontecem sim, o que não acontece são as coisas impossíveis, as coisas que a nossa mente criou, os planos que nós fizemos, antes mesmo de saber o que nos esperava. Tudo que é muito planejado, acaba não dando certo, tudo... Principalmente as nossas expectativas ! E a culpa é sim toda nossa, não das coisas ruins acontecerem, mas de não estarmos preparados pra lidarmos com elas. Culpa nossa, culpa dos sonhos, culpa da mania de perfeição que a gente tem. A gente não tá acostumado, e quem sabe nunca vai se acostumar, por mais que a vida ESFREGUE na nossa cara: as coisas não vão ser nunca exatamente como a gente planeja, coisas boas vão te acontecer e coisas ruins também, os teus planos podem ser perfeitos... Mas a vida não é, nem pra você, nem pra mim, nem pra ninguém!
",06642130241853087788,Estrelinha*,2,
578233,4931890228797916533,169164403537425480,2012-10-23T15:02:00-07:00,Convivência ,"





A convivência nos ensina a lidar com os afetos e os espinhos que uma relação próxima ou diária &nbsp;pode causar. A gente acaba, querendo ou não, conhecendo e tentando nos aceitar da forma diferente que somos, que agimos, que pensamos... Muitas vezes, as diferenças acabam se completando e a gente acaba entendendo que não precisamos ser e pensar igual pra termos uma boa relação. Mas também há as diferenças que nos afastam, ou que nos aproximam negativamente. Nós TODOS somos diferentes e talvez essa seja a nossa única coisa em comum, essa seja a nossa única igualdade. A convivência nos ensina a sentir, mexe com a nossa emoção o tempo todo. Nos ensina a ver que por mais que a gente discorde de tudo, não consiga se aceitar devidamente em nada, tenha ideias e ideais totalmente diferentes... a gente acaba sentindo saudade quando a convivência morre, acaba. É assim com todo mundo que se aproxima demais e depois precisa se afastar. A gente sente saudade sim, saudade das brigas, das discordâncias, das vezes que tentamos concordar e não deu certo, até mesmo dos momentos de fúria, e assim é a convivência. Depois ainda, a gente tem aquela coisa de parar e pensar que podia ter sido diferente, de lembrar das vezes que a gente não perdoou o erro do outro, e a gente acaba não perdoando à nós mesmos por isso. A gente para e pensa nas palavras que a gente podia ter dito e não disse, nos olhares solidários e amigáveis que a gente podia ter trocado e não trocamos, nas ajudas que a gente se negou de dar... E é aí que a gente se dá conta, depois que já passou, que por mais que a convivência fosse ruim, ela era única. E coisas únicas são insubstituíveis. E coisas insubstituíveis, quando vão embora, não voltam mais. É assim com a convivência. É assim com as pessoas. Foi assim comigo !

""A vida é como uma pessoa boa, cê só nota quando vai embora.""
",06642130241853087788,Estrelinha*,0,
578234,2615209802429202619,169164403537425480,2012-09-09T14:51:00-07:00,"Anjo, parabéns !","



Eu já disse que jamais vou esquecer e deixar passar em branco essa data, independentemente do que as pessoas pensam ou digam a respeito disso. Vou continuar te escrevendo todo o ano, nesse mesmo dia, mesmo que seja em vão, foi a única forma que encontrei de poder expressar as coisas que eu sinto e a falta que tu faz por aqui. Admito que hoje, apesar de ser um dia especial, apesar de ser o teu dia, está sendo um dia significativamente triste pra mim. Eu ainda sinto a tu estrela brilhar, e eu sei que todas as pessoas que algum dia já foram tocadas pelo teu brilho ainda devem sentir também, mas é que as vezes, quase o tempo todo, eu sinto uma enorme vontade de VER ela brilhando. É difícil ter que matar as saudades em fotos e videos, é difícil acreditar que existem algumas viagens só de ida ... É muito difícil para todos que te amavam saber que tu não vai mais voltar.
Escrevo tudo isso como se tu pudesse me ler e me sentir, sentir cada palavra, cada sentimento que expresso por aqui, então vou parar de falar da minha saudade, da minha dor e da minha sensação de perda quando se trata de você. Até porque só estou escrevendo hoje pra te dar os parabéns :( e também pra agradecer a Deus, por um dia ter posto na terra uma pessoa tão especial como você !
O amor não passa e a saudade também não . Te amo eternamente ♥
",06642130241853087788,Estrelinha*,0,
578426,7559028295174804772,1691983925549172008,2011-06-09T19:00:00-07:00,Cruzadinha Temática,"Desenvolver uma palavra cuzada sobre temas propostos pelo educador:

Fazer as imagens no&nbsp;KcolourPaint&nbsp;[&nbsp;Iniciar ; Aplicativos ; Aplicações Gráficas, Ferramenta de Pintura&nbsp;] ou pesquisar imagens prontas na Internet -&nbsp;Mozilla Firefox&nbsp;[&nbsp;Iniciar; Aplicativos; Internet&nbsp;];
No&nbsp;Kspread&nbsp;[Aplicativos -&gt; Ferramentas de Produtividade -&gt; Suíte de Escritório -&gt; Planilha Eletrônica]&nbsp;- Fazer a Cruzadinha
Exemplo na planilha
Exemplo de cruzadinha com o tema: Frutas e legumes - Singular e Plural
",g106788682373519558124,Márcia Paganella,0,dica de atividades
578427,3495165972581673493,1691983925549172008,2012-09-27T14:00:00-07:00,Atividade no Editor de texto: Marca d'água,"




1. Digite o texto ""Amor é fogo que arde sem se ver...""
















Salve em sua pasta com o nome Marca d’agua..&nbsp;
Pesquise na Internet quem é o autor deste texto e escreva no final – Alinhado à direita.
Salvar imagem no computador: * Entre em – www.google.com.br
Digite uma palavra chave, por exemplo, “Amor”, ""Love""
Clique em imagem/ pesquisar
Clique em imagens “Grande” (do lado esquerdo|)
Lembre-se de clicar na&nbsp;miniatura da imagem para que possa salvar a imagem em seu tamanho normal, caso contrário irá salvar uma miniatura.&nbsp;







Obs. É importante que a imagem tenha um tamanho grande, pois ela ficará como marca d’agua pela página inteira, se acaso for escolhida uma imagem com resolução baixa estoura os pixels.
Ex.


Na imagem acima temos a chamada alta resolução e na imagem abaixo uma representação de baixa resolução.





Aplicar Marca d’água:


Insira a imagem, vá em: Inserir/ Figura/De um Arquivo

Vá onde no local onde salvou a imagem e clique nela;

Clique na figura de forma que apareçam pontos verdes ao redor dela:








Vai aparecer em baixo a ""Barra de ferramenta &nbsp;e imagem"", clique em Marca d'água.
Se por acaso ficar muito claro você pode mexer nas cores, clicando nessas ferramentas que mostra a imagem a baixo.







Clique com o botão&nbsp;DIREITO&nbsp;do mouse e vá em:&nbsp;Quebra automática/ No plano de fundo

Isso fará a imagem ir para trás do texto.




Para deixar a letra com mais destaque, já que vai estar em cima de uma imagem proceda da seguinte forma:
Selecione o texto/ cliquei com o botão direito do mouse/ Estilo/ Sombra.











Essa atividade deverá ser postada no Webfólio do site feito por vocês (Webnode) e também no E-Proinfo.
",g106788682373519558124,Márcia Paganella,0,
578478,8501006693177865114,1692020693052134681,2011-07-21T04:41:00-07:00,Luluzinha Rosana Maia (só tem mulher inteligente nesse clube),"O meu nome é MULHER!No princípio eu era a EvaCriada para a felicidade de AdãoMais tarde fui MariaDando à luz aqueleQue traria a salvaçãoMas isso não bastariaPara eu encontrar perdão.Passei a ser AméliaA mulher de verdadePara a sociedadeNão tinha a menor vaidadeMas sonhava com a igualdade.Muito tempo depois decidi:Não dá mais!Quero minha dignidadeTenho meus ideais!Hoje não sou só esposa ou filhaSou pai, mãe, arrimo de famíliaSou caminhoneira, taxista,Piloto de avião, policial feminina,Operária em construção...Ao mundo peço licençaPara atuar onde quiserMeu sobrenome é COMPETÊNCIAE meu nome é MULHER..!!!!Rosana MaiaSó tem luluzinha inteligente no nosso clube... ",10435468055846338457,Clube da Luluzinha,1,Rosana
578539,53013195282127606,1692154298056833241,2010-07-15T20:48:00-07:00,Dia muito bom,"Hoje visitamos a nossa tia-avó ML, irmã da vovó, que já faleceu. Não foi na casa dela, e sim na de seu filho, já que está de babá do seu netinho, a coisa mais fofa do mundo. E como é exibido; como diz o pai, não pode ver uma moça que fica todo entusiasmado, hehehe. Levei a geleia de damasco que a tia tanto gosta, uma geleia de damasco que eu mesmo faço (creio que já falei sobre isso). Deu até briga, pois o meu primo-terceiro, o JGE queria também, e minha tia não abriu mão de muita coisa. Isso meche com o ego de uma gastrônoma.  Passamos a tarde lá, conversando, brincando com o neto, de um ano e pouco, e, à noite, fomos só nós (eu, minha mãe, minha irmã e a tia ML) à uma browneria. Estava tudo meio ruim... O chocolate quente veio muito doce e muito... enjoativo, pesado. O browne (de nozes) que pedi como acompanhamento estava também muito doce e seco (eu queria algo suave, sem chocolate, para não sobrecarregar o paladar, mas não tinha nada assim, só uns salgados como pastel de forno, quiche e empada com cara de torta, mas não é legal tomar leite com carne). Não aguentei todo o browne e tomei o chocolate meio que forçada, pois meu paladar é muito suave. Depois pedi uma empada para quebrar aquele sabor residual excessivamente doce, mas estava horrível. Pedi de palmito, mas palmito mesmo quase não tinha. O recheio era uma massaroca aglutinada sabor caldo de galinha com um ou outro micro pedaço de palmito. Já a massa, massa podre (não que estivesse estragada, é um tipo de massa) estava muito grossa, seca... Terrível. O pior foi a conta... Três chocolates quentes, um leite puro, dois salgados, um browne e um mínimo rocambole de laranja, R$46,00. Um roubo, mas era Zona Sul, o que justifica. Bem, como disse pra mamãe... Para ter um passeio agradável com a tia, uma vez por ano, vale a pena. Em casa, li um dos três livros que comprei (aliás, nem os citei. Foi ""O Diabo veste Prada"", ""O corpo fala"" e ""O eneagrama - as nove faces da alma"") e depois desci para bater papo com os meninos da rua.  Minha rinite deu uma melhorada. Chuveu, então abaixou a poeira (estão fazendo umas obras na rua). E estou com bolhas nos pés... Nos dedinhos mindinhos, na verdade... Foi um sacrifícil calçar sapatos... Inclusive ia sar com a sapatilha nova, mas nem consegui, pois ela é apertadinha. Espero conseguir usá-la depois que meus pés voltarem ao normal. ",01080166700227211022,Lu,0,
578551,6575410564795853896,1692181589655870817,2013-07-17T09:36:00-07:00,Dignidade não se negocia!,"





Não tenho ideia de quem escreveu esse texto, pois foi retirado do Facebook, porém excelente para as pessoas pararem e refletirem um pouco sobre o mundo Individualista que estamos vivendo!


Primeiro dia de aula, o professor de 'Introdução ao Direito' entrou na sala e a primeira coisa que fez foi perguntar o nome a um aluno que estava sentado na primeira fila:- Qual é o seu nome?- Chamo-me Nelson, Senhor.- Saia de minha aula e não volte nunca mais! - gritou o desagradável professor.Nelson estava desconcertado. Quando voltou a si, levantou-se rapidamente, recolheu suas coisas e saiu da sala.Todos estavam assustados e indignados, porém ninguém falou nada.- Agora sim! - vamos começar .- Para que servem as leis? Perguntou o professor - Seguiam assustados ainda os alunos, porém pouco a pouco começaram a responder à sua pergunta:- Para que haja uma ordem em nossa sociedade.- Não! - respondia o professor.- Para cumpri-las.- Não!- Para que as pessoas erradas paguem por seus atos.- Não!- Será que ninguém sabe responder a esta pergunta?!- Para que haja justiça - falou timidamente uma garota.- Até que enfim! É isso, para que haja justiça.E agora, para que serve a justiça?Todos começaram a ficar incomodados pela atitude tão grosseira.Porém, seguíamos respondendo:- Para salvaguardar os direitos humanos...- Bem, que mais? - perguntava o professor .- Para diferençar o certo do errado, para premiar a quem faz o bem...- Ok, não está mal porém respondam a esta pergunta:""Agi corretamente ao expulsar Nelson da sala de aula?""Todos ficaram calados, ninguém respondia.- Quero uma resposta decidida e unânime!- Não! - responderam todos a uma só voz.- Poderia dizer-se que cometi uma injustiça?- Sim!- E por que ninguém fez nada a respeito? Para que queremos leis e regras se não dispomos da vontade necessária para praticá-las? Cada um de vocês tem a obrigação de reclamar quando presenciar uma injustiça. Todos. Não voltem a ficar calados, nunca mais!Vá buscar o Nelson - Disse. Afinal, ele é o professor, eu sou aluno de outro período.Aprenda: Quando não defendemos nossos direitos, perdemos a dignidade e a dignidade não se negocia.

Autor: desconhecido.

",11356969521421502083,Rosi Jordão,0,
578571,15342270438845072,1692219060746337097,2011-01-05T08:11:00-08:00,01 de janeiro,"- Acho que é melhor a gente deixar pra lá.  Abriu a boca para argumentar, mas ele a impediu. Não que houvesse dito qualquer palavra, seu olhar de reprovação já bastava.    Baixou a cabeça e deixou as lágrimas manchassem sua roupa. O que poderia fazer? Sabia que algumas vezes exagerava: Crises de ciúme demais; lágrimas demais; crises contra o que ele fazia demais. Ele provavelmente se sentia sufocado. Mas era seu jeito. E mesmo querendo mudar isso, precisava da ajuda dele.   - Não é o que eu quero, mas se for pra continuar assim, é o melhor.   Cada vez que ele falava, era como se algo a rasgasse por dentro. Doía, mas não protestou em momento algum. Não conseguia.   - Você quer continuar comigo até o fim de 2011?   Ela assentiu.  - Vai parar de agir assim?   - Eu...  – Só responda.   - Mas... – Marcela!  - Vou... - E em pensamentos completou: tentar.(05/01/2011) Pamela. ",12586397293000701040,Pamela.,3,bobagens
578573,2090649960234266583,1692219060746337097,2012-03-17T17:27:00-07:00,1:00 AM,"





&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Sentir
o meu corpo envolto nos seus braços, o nosso abraço apertado, os olhares que
diziam mais que palavras e o toque mais simples, porém com um carinho que
julgava eterno, já me bastava. Não havia em mim outra vontade, eu apenas te
queria bem (e) perto, pois sabia que o nosso amor, assim como a sensação dos
seus lábios nos meus, já não nos pertencia. 

(...)

- Você tem que fazer o que tem
vontade, não por ser a coisa certa, mas por que é o realmente deseja. – Meus
olhos estavam fixos em um ponto qualquer no teto, e naquele quarto escuro, as
palavras saíam forçadas, tremidas e sem vontade. Não era a primeira vez que eu
entregava meu menino sem tentar lutar e isso doía, principalmente por saber que
eu era a pessoa que ele confiava e, algumas vezes, seguia os conselhos. 

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Mas o
que me surpreendeu foi sentir a sua boca pressionando a minha, naquele mesmo
instante, e não consegui correspondê-lo. &nbsp;Eu permaneci praticamente imóvel e fria, e por
ser hipócrita e não seguir os meus próprios conselhos, deixei que ele
escorregasse para o outro lado da cama e o beijo não se concretizasse. E agimos
como se nada houvesse acontecido. 

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; - Eram
os meus lábios que ele ainda ansiava em algum segundo do dia? – Fiz com que
esse pensamento voasse pra longe, assim como ele. &nbsp;Pois eu o queria bem perto, mas sabia e sentia
que nossos lábios, assim como o amor, já não pertenciam mais um ao outro. 

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Era
isso que fazia falta algumas noites.




17.02.13 - Pamela.
",12586397293000701040,Pamela.,2,
578576,2522583295222507915,1692219060746337097,2012-03-04T13:51:00-08:00,4 de março de 2012,"


Eu quero sentir novamente, algo que eu não consiga explicar. Que faça minhas pernas tremerem, meu coração saltitar e meu corpo sorrir. Que venha me invadir inteira e me deixe em brasas.

Mas se isso vier a acontecer, vai ser diferente da última vez. Talvez eu me entregue do mesmo jeito, ou mais, só pra sentir aquele gostinho de recomeço, porém não serei mais tão menina - nunca fui muito ingênua, mas eu acreditava demais em pessoas e palavras.   

E eu quero que no beijo eu descubra e que nossos corpos se percebam, não querendo mais soltar naquele instante. Eu quero cometer loucuras, e mesmo se depois eu vier a me arrepender, quero apreciar tudo no mais extremo. 

E chegará o dia em que não vai importar a forma, o prazer vai ser o maior de qualquer jeito e nós vamos sorrir e nos meus olhos vai brilhar a chama que há muito já se apagou. 

Eu quero sentir tudo de novo, mas com uma nova pessoa. Por que não há mais sentimento tão arrematador por você, apenas um grande carinho.  E nas minhas veias existe a necessidade de uma nova paixão, de um novo começo. E eu desejo sentir o que em um primeiro beijo me fez fugir, mas me trouxe de volta, me envolvendo em um mundo de deliciosas loucuras.
",12586397293000701040,Pamela.,0,bobagens
578642,5310379546245157627,1692309706231628471,2016-09-29T16:50:00-03:00,Chegai-vos a Deus,"
&nbsp; &nbsp; &nbsp; &nbsp;A intimidade com Deus se desenvolve a partir do momento em que damos um passo até Ele. Não é possível ter mais Dele permanecendo no mesmo lugar, estagnados. Não há como sentir Sua presença, conhecer Sua vontade, ouvir Sua voz, sem antes nos lançarmos até onde Ele está.&nbsp; &nbsp; &nbsp; &nbsp;Quando queremos conhecer a alguém, oferecemos do nosso tempo a essa pessoa. Nos dispomos para conversar sobre todo e qualquer assunto que surgir e, só assim, saberemos como a pessoa pensa e reage frente às situações, qual seu posicionamento, quais são seus desejos. A intimidade vai sendo criada pouco a pouco. Por que seria diferente com Deus?

&nbsp; &nbsp; &nbsp; &nbsp;Somente ao andar junto Dele saberemos de Seus planos e pensamentos a nosso respeito. Teremos direção para nossos passos. Seguiremos rumo a um eterno descobrir de Suas maravilhas.&nbsp; &nbsp; &nbsp; &nbsp; Deus me desperta a realinhar meus passos hoje rumo a mais intimidade com Ele.




",12077133641353489006,Carol Bauléo,0,
578760,8393875751294972308,1692437134802937319,2011-01-08T11:00:00-08:00,Sexta-feira 13: materialidade do corpo e do horror,"O projeto Sexta-feira 13: materialidades do corpo e do horror, coordenado pelo Prof. Dr. Nilton Milanez e pela Profa. Jamille Santos, se encerrou com o ano 2010 após incitar os novos pesquisadores a buscar a relação entre corpo e horror na perspectiva da Análise do Discurso. O projeto foi constituído por uma série de oficinas de leitura, que discorriam acerca da literatura de horror e deste no cinema, tomando os contos de Edgar Alan Poe. Teve início no dia 23 de Agosto com a Profa. Jamille Santos, que discutiu o livro introdutório de Tzvetan Todorov sobre o estranho e  o maravilhoso na literatura. Houve, em sua totalidade, seis encontros que foram realizados por integrantes do Grupo de Estudos sobre o Discurso e o Corpo, GRUDIOCORPO/CNPq, e com participações importantes da Profa. Msa. Cecília Barros e do Prof. Dr. Nilton Milanez, por meio de vídeo-conferências.  Este projeto, bem como Fundamentos e Conceitos da Análise do Discurso fizeram parte do projeto de extensão Discurso: corpo, memória e imagem, uma ação do Prof. Dr. Nilton Milanez, líder do Labedisco e coordenador do GRUDIOCORPO.",17780473300665593364,Luzinha,0,
578772,8273623500673339510,1692439085919728389,2012-07-21T10:28:00-07:00,LADY OF GHETTO lyrics,"Mulher do gueto dignidade

Proceder correto requer lealdade

Desenvolvendo as palavras&nbsp;

Fala o que vê taca fogo

Sabedoria das ruas

Já sabe qual é a do jogo

Vida simples caminhada correta

Papo reto na mente

Acerta como flecha&nbsp;

Marreta, concreta, discreta.

No beco escuro consegue enxergar&nbsp;

Tamanha malicia, dispersa policia

Conquista malandro que diz não amar

Já sabe como é!&nbsp;

Olhar de serpente, sentimento ausente

Hipnotiza facilmente qualquer gente experiente

Vendo varias com&nbsp;carapuça&nbsp;de santa

Fingindo não pecar

Verdeiramente desejada por quem diz não gostar

Nos tempos de menina obteve o dom de selecionar

Não experimenta água com vinho&nbsp;
Porque sabe que não da pra misturar

Patrão, cafetão, moço de&nbsp;família, ladrão,&nbsp;anfitrião..

Todos querem mais nenhum tem a benção!&nbsp;

Pilaco diz que tem, chega com bem material

Vê que não atrai, cai de cara no chão. Sai!

Respeitada na quebrada cruza todas as ruas no gueto

Eles querem mais não podem, sabe que essa tem respeito!










",09584854735540857674,TPMFEMME - ♀,0,
