id,qual_o_sentimento_predominante_no_texto,qual_o_sentimento_predominante_no_texto:confidence,blog_id,blogid,comments,content,datetime,img,img_max_polarity_idx,img_max_polarity_val,labels,name,negemo,posemo,post_id,postid,relative_polarity,title,user_id,wc,what_is_the_sentiment_feeling_of_the_image,what_is_the_sentiment_feeling_of_the_imageconfidence
1755476139,1,0.6859,,"1,61738408980572E+018",0,"para quem nao tem os antigos itens secretos la vai um q pode ser encontrado em iglus de assinantes.p.s:é muito facil saber como ela é,ela é uma caixa aberta com um vortice roxo, e, ela tem som e para entrar nela tambem é facil é só subir em cima dela e esperar.Espero ter ajudado.",,http://2.bp.blogspot.com/_hz-VWGZO9MA/S3RybNnDt2I/AAAAAAAAAHY/Tn3ltdNnJaU/s1600-h/cp26.jpg,2,0.46299544,,Romulo,0,4,,"4,26251507477407E+018",0.07407407407407407,dimensões,"5,91652119413648E+018",54,-1,1
1755476140,2,1,,"1,61740326434926E+018",0,Aprendi....que ninguémé perfeitoenquanto não te apaixonas.Aprendi....que avida é duramas eu sou mais que ela!!Aprendi que...asoportunidades nunca se perdemaquelas quedesperdiças... alguém as aproveitaAprendi que...quandote importas com rancores eamargurasa felicidade vai para outraparte.Aprendi que...devemos sempre dar palavras boas...porque amanhã nunca se sabeas que temos que ouvir.Aprendi que...um sorrisoé uma maneira econômica de melhorarteu aspecto.Aprendi que... não possoescolher como me sinto...mas posso sempre fazeralguma coisa.Aprendi que...quandoo teu filho recém-nascidosegura o teu dedo na sua mãotêm-te prende-lo paratoda a vidaAprendi que...todostodos querem viver no topo damontanha...mas toda a felicidadeestá durante a subida.Aprendi que... temosque gozar da viageme não apenaspensar na chegada.Aprendi que...o melhor édar conselhos só em duascircunstâncias...quando são pedidos equando deles depende a vida.Aprendi que...quantomenos tempo se desperdiça...mais coisas posso fazer.,,http://3.bp.blogspot.com/_4DtPCL7k7NQ/S5kPA-LU-qI/AAAAAAAAAmI/ar7bCLwext4/s1600-h/fgbsd.jpg,0,0.47906947,,Vanessa Rios,1,13,,"2,31744828438226E+018",0.07643312101910828,,"7,26317575310557E+018",157,-1,0.6813
1755476141,2,1,,"1,61822579395141E+018",0,"

Desde que momento em que te conheci,

Eu me encantei pelo teu sorriso, pela cor do teu olho,

Mas o meu destino foi esperar no tempo,

E aprender a andar sozinha,

Com a ausência do teu olhar...
E quando não imagina mais nossos destinos, 

Quando decidir não olhar para trás,

Quando já não procurava mais,

Pude me ver nos olhos teus,

E sentir que para ser minha,

Eu precisava no teu gosto ser toda tua,

E esse desejo que me enlouquece só sossega,

Quando minha boca encontra a tua boca,

E o desejo que se transforma em calor,

Mata o frio do meu peito e me faz viver...

E teu jeito me toma, me leva, me rouba,



Na cor do teu olho pude ver o motivo de ser mais feliz,

E então adormecer vestida pelo teu perfume,

Depois de me encontrar e assim ser tua,

Esse meu frágil coração se entrega, 

Não nega o que sente nem sabe explicar,

A esse misto de prazer e alegria,

Qualquer coisa que existe entre nós 

Vem crescendo pouco a pouco,

E mesmo que eu te perca, 

Nunca mais serei a mesma,

Depois de ter tuas mãos desenhando o meu corpo,

E meu sorriso depende só do teu encanto,

Se eu pudesse te prender... Mas se decidir partir,

Me ensine algum jeito de estar sem você...

Mas se quiser ficar mostrarei que estou pronta,

Me colha madura em seus braços,

E adormeça no colo dessa ""nega"" que agora se fez tua...
",,http://2.bp.blogspot.com/-HL0dQLqg_2Y/UEgY_vmRUBI/AAAAAAAAAJg/iNuvkxaCkpo/s1600/Sexo-em-lugares-proibidos.jpg,0,0.40476996,,Vivian Lino Netto,8,11,,"7,19870185191312E+018",0.01153846153846154,Reticências,"6,07774689033502E+018",260,-1,0.3456
1755476142,2,1,,"1,61822579395141E+018",0,"Olhe dentro dos meus olhos,

Então encontrará os verdadeiros sentimentos,Pois meu sorriso pode te enganar,Minhas palavras podem confortar,O meu abraço pode esconder,Mas meus olhos...No meu olhar encontrará A mais pura verdade,A janela da minha alma,O espelho do meu coração,Quando entender o que diz o meu olhar,Saberá que quando digo que estou bem,Nos meus olhos eu preciso de você,Quando perguntar se quero um abraço,Terá-me em seus braços se ao menos perguntar,E quando eu estiver realmente feliz,Ele então brilhará e te roubará um sorriso sem notar,E você não terá mais perguntas ou dúvidas,Quando puder entender o que digo no olhar,Então não precisarei a todo o momento dizer,Eu te amo, pois o meu olhar te mostrara O mais puro e profundo amor,Aquele que vem da alma,Que é forte e verdadeiro sem manchas sem desmazelosE esse amor que vem do fundo dos meus olhos,É o caminho mais rápido para encontrar o meu coração...Palavras são meras palavras,Sorriso são apenas sorrisos,Sem a verdade que se encontra no olhar, Olhar que jamais engana,Dos mais puros e profundos sentimentos,Que mostra quem realmente sou o que de verdade estou sentindo,E não o que desejo transmitir,Alma que clamam por amor e por verdade,Ah se todos entendessem o que diz em meu olhar...",,http://2.bp.blogspot.com/-ZSo3-TsK45A/TtWnAmyGa1I/AAAAAAAAAFA/TONqfOPP_cE/s1600/2462174590_0aff227731.jpg,0,0.40476996,,Vivian Lino Netto,6,25,,"3,32556871498526E+018",0.07755102040816328,Nos meus olhos,"6,07774689033502E+018",245,-1,643
1755476143,2,1,,"1,61822579395141E+018",0,"



Só Deus sabe,

O quanto demorei para perceber, o erro era eu,

E hoje sei exatamente o que fazer,

Deixar a luz do Sol iluminar meu olhar,

E o brilho da Lua refletir meu sorriso,

Precisei desse tempo para rever a vida,

E notei que sou Feliz apenas por existir,

Então veja em meu rosto eu mudei,

Vou sorrir sem motivos, motivos para que??

O momento é agora, e meu momento é ser Feliz,

E não haverá ninguém capaz,

De apagar meu sorriso, de me prender onde não quero estar,

Pois sou digna dessa alegria e dessa liberdade,

Eu coloque um ponto final lá atrás,

Pode acreditar não foi fácil,

Mas hoje não quero nada além de brindar cada dia,

De ter o brilho das estrelas só para mim,

E eu adoro cada vez mais o que foi plantado aqui dentro,

E sou a única capaz de cultivar para cresça cada vez mais,

Cresça do tamanho dos sonhos que agora carrego,

Desejo transmitir essa paz,

Mesmo que você não possa enxergar,

E eu sei que no final terá algo muito melhor,

E então será um lindo inicio de um grande final,

E eu libertarei o mais lindo sentimento,

Sentimento que se alimenta dessa felicidade que mora aqui dentro.

De cada gesto de carinho, de cada sorriso que recebo,

A cada amanhecer e a cada entardecer, 

E sei que valeu a pena perdoar meu passado,

E voltar a brincar com o desenho das nuvens,

Valeu cada mudança aqui dentro,

O que eu quero é sorrir para você,

Mesmo que o dia esteja cinza e a chuva molhe o meu rosto,

Pois já sei o caminho a segui e nele eu vou correr,

Para sentir o vento em meus cabelos e no final agradecer,

Por cada segundo, por cada minuto, pelas vezes que cai,

E mais ainda por quando levantei... 

E esse momento será só meu e de braços abertos o
receberei....
",,http://4.bp.blogspot.com/-MF5KZnyKXaM/T2olnVmVm1I/AAAAAAAAAHQ/ZmMR1S-SL8c/s1600/mulher+feliz.jpg,0,0.40476996,,Vivian Lino Netto,2,36,,"8,6862824978955E+018",0.10240963855421686,Eu e ninguém mais...,"6,07774689033502E+018",332,-1,0.6755
1755476144,0,0.6649,,"1,61822579395141E+018",0,"

Pois é, não sou como você gostaria,

Pois é, às vezes eu não sei o que dizer,

Pois é, às vezes uma só palavra faz doer,

Esse frágil coração que aos olhos de quem vê,

Não acredita que pode acontecer,

E uma lágrima por tão pouco correr,

Pois é, preciso um pouco mais de afeição,

Pois é, não sou perfeita não,

Pois é, às vezes preciso de perdão,

Por querer um pouco mais de atenção,

Por não ter um sentimento assim tão bom,

Por temer doer o que ainda não cicatrizou,

E talvez você nunca ira entender...

Pois é, eu erro feio sim,

Pois é, tenho muito que aprender,

Pois é, ainda não sei reconhecer,

Que nem todas as flores têm espinhos,

E atrás das nuvens cinza tem um céu azul,

Que existem sentimentos sem maldade,

E que não estou assim tão só,

Pois é, eu tenho medo do escuro,

Pois é, preciso de um lugar seguro,

Pois é, preciso segurar sua mão,

Até que eu possa caminhar sozinha outra vez,



E esquecer tudo o que passou,

E voltar acreditar no que há de bom...

Pois é, Pois é...
",,http://4.bp.blogspot.com/-Ia8Bmpur2gU/UQkelPatqlI/AAAAAAAAAKo/j-mmWHSOS_g/s1600/dia+cinza.jpg,0,0.40476996,,Vivian Lino Netto,10,15,,"8,43428472215066E+018",0.02538071065989848,Pois é...,"6,07774689033502E+018",197,-1,0.6744
1755476145,2,1,,"1,61822579395141E+018",0,"

Você me pede pra que eu não te esqueça,

E eu é que te peço jamais esqueça

Que eu vou estar sempre aqui,

Estarei quando precisar de alguém para te ouvir,

Quando seu dia amanhecer nublado e não tiver para onde ir,

E se forças faltar e precisar desabar, desabe sobre mim,

Se tiver duvidas, talvez eu não consiga esclarecer, mas,

Estarei aqui para dizer não desista, siga em frente, lute
pelo que quiser,

No final cada momento vai ter valido a pena,

E se a chuva continuar a bater na sua janela, posso não
trazer o sol,

Mas não fique triste e chuva vai passar, mas eu vou
continuar aqui,

Talvez até o convide para sair à rua mesmo assim,

Para que a chuva molhe seu rosto e então perceba 

Que até mesmo uma tempestade pode te fazer sorrir,

E eu??? Eu estarei sempre aqui,

Quando estiver certo e até mesmo quando estiver errado,

Quando seu dia tiver sido difícil e precisar estar sozinho,

Mesmo assim eu estarei sempre aqui,

E se precisar gritar, brigar, desabafar, chorar...

Não se preocupe de braços abertos vou te acolher dentro de
mim,

Quando precisar de alguém que te abrace que te afague,

Que te faça sorrir alguém que te de a mão para seguir,

Eu estarei sempre aqui,

Vou estar para te aplaudir, a cada conquista,

Admirar cada sorriso seu, a cada olhar que transmita sua
felicidade,

Vou estar nos momentos bons e também nos ruins,

Por que para mim o que realmente importa é que você saiba,

Que eu estarei sempre aqui,

E se algum dia eu disser que vou partir e brigar com você,

Não se preocupe, também tenho os meus dias difíceis,

Mas eu sempre vou voltar pode levar pouco ou muito tempo,

Mas eu voltarei para perto para que nunca se sinta sozinho,

Mesmo que eu esteja longe de você,

Nunca se esqueça eu vou estar SEMPRE aqui...",,http://1.bp.blogspot.com/-EuliwlI0wLE/Trbi3bdXrNI/AAAAAAAAAEQ/FB4e7jWJWXE/s1600/Casal_abra%25C3%25A7ados_apaixonados.jpg,0,0.40476996,,Vivian Lino Netto,12,18,,"5,59998246199061E+018",0.01759530791788856,Eu vou estar...,"6,07774689033502E+018",341,-1,0.6542
1755476146,2,1,,"1,61822579395141E+018",0,"

Não gostaria de te ter nunca longe de mim

E quando por ventura se afastar,

Quero ter a certeza que em pouco tempo irá voltar, 

Quero poder dividir cada segundo com você,

Porque toda noite bate uma pequena saudade,

E cada dia cresce mais essa vontade,

De ti ter sempre por perto, mesmo sem estar ao meu lado,

Pois é você quem me faz ser melhor, 

E por você me tenho cheia de carinhos 

Por você infinito apreço, imensa ternura, 

Toda admiração que poderia ter por alguém cabe a você,

Se não fosse esse seu jeitinho fechado, meio marrento,

Teria-te muitas vezes em meus braços por um longo abraço,



E com muitos beijos tomaria o seu rosto,

Até você brigar comigo,

&nbsp;Pois até mesmo quando
briga me tira um sorriso,

Permitiria-me recostar sobre teu colo,

Pois com você me sinto mais segura,

E eu conheço cada expressão do seu rosto,

E mesmo que não diga uma só palavra,

Sei o que você diria naquele momento,

E até quando perde a paciência comigo,

Ainda sim tenho em você meu melhor abrigo, 

Melhor e maior amigo,

Com você não me permito segredos,

E se os tiver serão então só meus, 

Pois se não puder dividir com você

Não o farei com mais ninguém,

Admiro você em todos os sentidos,

E admiro muito mais como amigo,

Adoro cada instante que me permite ter com você,

Sem duvidas são os melhores e mais divertidos,

Por você eu faria tudo, só para te ver Feliz,

Para roubar teu sorriso,&nbsp;



Como rouba os meus sem motivos,

E por você ser o tão importante,

E me fazer tanto bem assim...

Que te quero sempre assim pertinho de mim...
",,http://3.bp.blogspot.com/-AM8BU2KrFP0/T3oDQkTqxBI/AAAAAAAAAIc/1q4byDWAvhM/s1600/amizade-entre-homem-e-mulher.jpg,0,0.40476996,,Vivian Lino Netto,9,22,,"3,37344122242274E+018",0.0429042904290429,Você para mim,"6,07774689033502E+018",303,-1,0.6854
1755476147,0,0.7023,,"1,61830924218019E+017",0,"A Lagoa Azul&nbsp;Meu Deus... sem comentários...
Dr. Dolittleé.. quem ainda aguenta um Cachorro falante e um Urso virgem ? --' #FUUU
Velocidade MaximaMeu Deus.. o Keanu Reeves tinha 15 anos nesse filme!

Beethoven
É por causa dele que eu odeio cachorros :@
hasuhsuahusahshauhsauhusahusahsa

Jurassic Park
Ahh dinossauros denovo ? --'

Professor Aloprado
taa.... ja deu neh...

Esqueceram de mim
No Natal é certo!! hasuhuahsuahushua

Um tira da pesada
AFF --'

O pestinha
....

K9 um policial bom pra cachorro 
FUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU

Matilda
me lembra a Maysa essa Filha da P@$#%


E O CLÁSSICO DOS CLÁSSICOS QUE NÃO PODE FALTAR ANO NENHUM EM QUALQUER EMISSORA........





nooooooooooooooooooo
hsuahsuahushuahsuahushuahsuashauhsuahushuahsuhaushuahusahushau



te dei muitos motivos pra você ter uma TV por assinatura! (y) #FIKDIK
",,http://4.bp.blogspot.com/_cxf_dhky1VQ/TBwK1nTH9CI/AAAAAAAAAfI/mCnvvdw-dWM/s1600/alagoaazul.jpg,0,0.45375252,Imagem,@Rodrigobreia,2,3,,"2,89957311004931E+018",0.008695652173913044,Os filmes mais vistos que você ja esta cansado de ver mas sempre que passa você vê,"5,54036663604854E+018",115,-1,1
1755476148,2,0.6808,,"1,6200837655797E+018",0,".Quem foi conferir a arena de esportes radicais da Bienal do Automóvel 2009, certamente se maravilhou com tudo. Não foi para menos, as apresentações que começaram na quinta feira, compensaram e muito um dia perdido (já que na quarta feira, 1º dia de evento, as apresentações foram canceladas devido as chuvas na Capital Mineira)..Nem a chuva nem o mau tempo impediram que o evento fosse um sucesso e  até papai noel chegou mais cedo para os amantes de Dirt BMX: recebemos ninguém menos que o atleta paulista Mike Moura, que representou bem o que costumamos assitir em seus vídeos. Cada manobra, um suspiro de admiração da platéia (!), foram dias de muitos backflips, 360, e,  a manobra que fez a platéia pedir Bis e aplaudir de pé no fechamento do evento: 'O' front flip..Em entrevista,  Mike Moura conta que começou a andar de bike há 9 anos, por volta de 2000 e que na época o bmx era muito pouco divulgado (nunca teria uma platéia tão grande como a da Bienal do automóvel), mas garante que o nível dos atletas sempre foi alto. Dono de um senhor curriculo, diz também que já viajou para Paris, Arábia Saudita, Egito, Argentina e Estados Unidos com obejtivo de treino, e que já ganhou até o campeonato sul americano. Atualmente Mike é patrocinado pela Dream bmx e pela Oakley. Para muito além de qualquer título ou patrocínio, Mike define que BMX é simplesmente tudo em sua vida e que sua ultima viagem pra BH foi uma das melhores (os mineiros representaram bem!).   (Mike Moura, SP - créditos BMX20.com)Além de Mike Moura, BH recebeu o atleta Blue Herbert (SP), dono de um dos nomes mais conhecidos do BMX no Brasil, o site ""BMX20"", Blue também andou nos dirts da Bienal e aprovou a união do BMX de BH..Os atletas da Twenty two's, Paco Bikes e alguns independentes também representaram o nosso Estado e não deixaram por menos, foi um sucesso!. Não há como definir como foram estes quatro dias de apresentações. Parabéns a todos que participaram do evento!...(Postagem reeditada - 13/12/2009)",,http://2.bp.blogspot.com/_cjv3EzSMwFs/Szkz6n8MqlI/AAAAAAAAACk/OX45x1IoMRE/s1600-h/Mike+Moura+%28Continental+SP%29.jpg,0,0.5070256,,Monique Rodrigues,4,15,,"8,60737494145687E+018",0.02902374670184697,2 B's - Bmx e Bienal 2009,"1,27641242012627E+018",379,-1,0.6885
1755476149,2,1,,"1,6200837655797E+018",0,".Entre a ultima 4ª feira (09) e domingo (13 de Dezembro), Belo Horizonte sediou a segunda edição da Bienal do Automóvel, que já em 2007 marcou o publico pela invejável organização e forte estrutura. Este ano não foi diferente, os Mineiros amantes de automobilismo receberam um grande presente de fim de ano antecipado, mais uma vez a estrutura para a Bienal do Automóvel surpreendeu pela grandiosidade..Classificada como o maior evento do setor automobilístico de Minas Gerais e um dos maiores do Brasil, a II Bienal do Automóvel movimentou cerca de 100 milhões de reais no Estado e contou com um público superior a 50% a mais que no ano de 2007, contabilizando o total de mais de 150 mil pessoas, um crescimento muito importante e superior ao esperado, segundo a organização do evento..Para muito além dos estandes montados dentro do ExpoMinas, com carros, motos, patrocinadores e muitas novidades no setor, o Parque de Exposições contou com uma arena de esportes radicais com direito a diversas modalidades como Bike Trial, Free Style Motocross, Pista de Kart, Rock Crawling e Dirt Bike, que lotou as arquibancadas  montadas especialmente para o publico da feira..O Evento também contou com fortes parceiros como Chilli Beans, Vilma Alimentos, Cervejaria Backer, Good Year e também com vasta equipe de apoio e patrocínio, e foram estas parecerias que promoveram o sucesso de mais um ano de evento. Minas agradece muito e realmente espera um crescimento ainda maior no ano de 2011.",,http://3.bp.blogspot.com/_cjv3EzSMwFs/Syp9dfHdIXI/AAAAAAAAACU/X9x1l_vQHYg/s1600-h/OgAAAFYhlEXJbxsliHlz-kQfxHH0HMNbvrJwrZUj0BeijNkVhWheU5TAYcji09-_y2syuUtWZ4kbmua3KPUwmYVZbnYAm1T1UPryxeNYF5XpbOZ97OsgJUnhiOpf.jpg,0,0.5070256,,Monique Rodrigues,4,16,,"8,54409941054417E+018",0.04580152671755725,II Bienal do Automóvel Belo Horizonte/MG,"1,27641242012627E+018",262,-1,1
1755476150,0,1,,"1,6200837655797E+018",0,"Estado de Minas, 31 de maio de 2009.Hoje em Dia, 31 de maio de 2009.*Pra quem sabe ler um pingo é letra. Se de um lado o EM se posiciona como ouvinte dos patrões, e, mais que isso, assina em baixo a posição desses Grandes financiadores da máquina de formar opinião, por outro o Hoje em Dia apresenta a mesma matéria usando até de ironia no título, quando destaca em negrito ""pista de skate"" - porque de esportes radicais ficou pra outro dia.- Fica a dica: nunca forme sua opinião com base em uma 'passada de olho' em qualquer matéria de jornal; Sorria, você está sendo manipulado! ",,http://3.bp.blogspot.com/_cjv3EzSMwFs/SiSS-nrG8jI/AAAAAAAAACA/gCfJ-pxoKX8/s1600-h/Hoje+Em+dia+-+pista+de+skate.jpg,0,0.5070256,,Monique Rodrigues,2,4,,"2,20094741070054E+018",0.017391304347826087,Os Dois Lados da Moeda,"1,27641242012627E+018",115,-1,0.6667
1755476151,2,1,,16211261,0,"Olá Amigos!Mais uma vez estamos por aqui....E hoje onde moro é feriado, aniversário da cidade!!Um feriado em uma segunda feira... é tudo de bom!!Fiquei muito feliz porque pude descansar, dormir até mais tarde e aproveitar o dia!Desde cedo, já vi o amor, o cuidado e a Graça de Jesus sobre mim e fiquei tão alegre... Acordei e como eu precisava ir ao mercado, coisa que tenho adiado há dias, rs, telefonei pra perguntar se abririam hoje e depois da feliz notícia que sim, fui tomar meu banho e mais que depressa, sai de casa e fui caminhando pela cidade tranquila, serena, ensolarada... tão diferente dos dias comuns onde a correria das pessoas e pressa dos carros inundam a vista, logo pela manhã... que bom! :o)Chegando ao mercado, fiz as comprinhas muito tranquilamente, mercado vazio, caixas mais vazios ainda, sinal que fila? Nem pensar!! E assim que a moça estava terminando de passar as compras, o moço que faz as entregas, disse pra ela que a minha seria a última entrega do dia!! Logo vi a Graça do Senhor sobre a minha vida pois se entregassem amanhã, seria tão complicado, não teria ninguém em casa para receber as compras, isso me atrapalharia bastante... E como se não bastasse esse tão grande favor de Jesus sobre mim, o entregador disse que ele já iria vir entregar! Achei tão bom porque quando eles entregam, coisas geladas, como margarina, carne, etc, eles não entregam, e como eu tinha comprado 2l de iogurte e 3Kg de carne, imaginém, andar vários quarteirões com 5Kg de peso, ufa, haja braços!!!Mas o entregador, tocado pelo Espírito Santo, disse que traria a carne para mim!!Fiquei mais feliz ainda, ahahaha, Jesus é tão maravilhoso..... Ele se preocupa com as mínimas coisas, nos ajuda até naquelas tarefas que pensamos que não precisamos de tanta ajuda... mas Ele faz questão em estar presente, sabe porque?? Simplesmente porque somos obras do Seu grande e incondicional amor, sentimento pelo qual, Ele deu seu único filho, o Senhor Jesus, para morrer por todos nós! Ele é o maior interessado em nos ouvir, em estar conosco em todo, todo o tempo!!!Por isso e por tantos infinitos favores Jesus, te agradeço por essa Graça sobre mim, que me alegra e me constrange.... Obrigada Pai!!! Em Cristo, ",,http://3.bp.blogspot.com/_8yVY-C9i2zY/SpwzYlE6oXI/AAAAAAAAAOs/946dsF6lv94/s1600-h/1208386352_smilinguido800x600.jpg,2,0.46431714,,Jackie,4,26,,"6,16418413268356E+018",0.0535279805352798,,"1,31348812613318E+019",411,-1,1
1755476152,2,1,,"1,62212155973554E+018",0,"
Nao vou mudar,nem por vc nem por ninguem&nbsp;Nao importa se me ama ou se me odeia(8)&nbsp;

Apenas queira ser feliz da maneira que vc achar melhore que te faça bem nao ligue para o que os outros&nbsp;vao dizer alguns nem sempre querem&nbsp;sua felicidade,mas verdadeirosamigos dizem qual o teu melhor a fazermas primeiramente siga o teu coração aiisim vc vai fazer a escolha certa,do caminho certo.
Trilhe sua vida em direção sempre em frente apenas siga e&nbsp;desvie-se do mal '
Siga sem rumo,e nao deixe nem um medo te abater'&nbsp;
Postado por Gaby Gomes'",,http://3.bp.blogspot.com/-8DekkiQydeI/TfoHgeXpnxI/AAAAAAAAATE/b90vMZ2i-3I/s1600/280520112371.jpg,2,0.53798395,,Maria Gabriela,4,14,,"5,14598085204306E+018",0.09009009009009007,Seja apenas vc....',"1,20941404824606E+019",111,-1,1
1755476153,2,1,,"1,62388053091731E+017",0,"
Essa foto ficou bem legal,acho q foi a iluminação,sei la,rs,foi um churrasco q o Rafael me chamou,todo mundo do circo ai,unicirco marcos frota,circo dos sonhos,universo casuo e doutores da alegria...contatos,contatos...rs




",,http://1.bp.blogspot.com/-e2xrBpgVXFI/UTEA-a7u7QI/AAAAAAAAARE/q2XxKhX9SgI/s1600/551794_4155657940633_345327265_n.jpg,2,0.41913408,,Thätä,1,3,,"1,52934334982738E+018",0.047619047619047616,,"1,68072624372158E+019",42,-1,1
1755476154,2,0.6568,,"1,62425378206914E+018",0,"     As atividades que vêem sendo desenvolvidas nos encontros presenciais e a distancia, percebo como indicadores que contribuem para a inovação de metodologias, pois, é um processo com objetivo de ensino e habilidades a desenvolver e não são apenas como conteúdos a ""cumprir"". As atividades avaliativas não são apenas como processo de ""registro de notas"" para os cursistas, mas, essencialmente é como fonte de informações para aperfeiçoar o Plano Pedagógico"", proporcionando ao Professor Dinamizador a criatividade através de estratégias e intervenções, ser orientador, ou seja, ser um facilitador.          Concluindo, o presente diário de bordo, mais uma vez, reforço meu ponto de vista quanto a importância de incorporar as TICs à prática docente, pois, possibilitam estabelecer uma interlocução entre duas instâncias formativas: a da escola e a da comunidade mais ampla de educadores. E é mediante essa interação ente escola e comunidade de educadores que ambas podem evoluir. ",,http://4.bp.blogspot.com/_E4UCPeJ-fiA/S3ALOvoXg4I/AAAAAAAAABA/LZegZrvb4c0/s1600-h/tics.jpg,2,0.49787015,,Avenir,0,7,,"8,20156610694527E+018",0.043209876543209874,“Diário de Bordo das semanas de 10/11 à 06/12/2009”,"1,67927336242558E+019",162,-1,1
1755476155,2,1,,"1,62458607438333E+018",0,"Preparo para os meus clientes delícias de locais distantes. São Delicadezas das quais quero compartilhar com vocês (...) Ao longo de viagens que fiz, de pessoas que conheci e conheço pela vida afora descubro o sabor e a riqueza das culturas que tornam os locais distintos e as pessoas diferentes e que me deixam surpresa ou simplesmente me arrancam um sorriso. Pequenos detalhes que me fazem saborear os dias que passam. Cheguei à conclusão que a vida pode ser passada a correr de um lado para o outro, desde que de vez em quando paremos para observar, respirar fundo e continuar. Para saborear as comidas invulgares na esquina do nosso bairro, ou os cheiros distantes de qualquer sítio deste mundo. Assim sendo, presto sempre atenção àquilo que me rodeia (...) Este vai ser o local onde irei dividir com vocês a paixão pelos meus docinhos e a arte de cozinhar, mas espero ainda e principalmente que minhas delicadezas sejam uma ponte entre nós e que este ponte assegure não nos tornar estranhos! Beijos e AbraçosDani Farhat",,http://3.bp.blogspot.com/_52YQ6xIVtkk/SMCPvFNUjiI/AAAAAAAAAfo/7BbYuXjyt30/s1600-h/imagem.jpg,2,0.54125553,,Santa Delícia 8376-8298,1,8,,"4,69352242219898E+018",0.03783783783783784,,"7,93835343658363E+018",185,-1,0.6239
1755476156,0,1,,"1,62631979217318E+018",0,"Infelizmente, não são poucos os casos de irmãos que buscam o aconselhamento pastoral, para logo após ter a sua vida ou problema exposto publicamente.De duas maneira isto geralmente acontece:- O conselheiro leva o problema tratado em segredo para a tribuna da igreja, promovendo dessa forma, além do constrangimento, sérias dificuldades para o aconselhado;- O conselheiro comenta o problema (tratado em segredo) com terceiros (outros líderes ou esposa), e de alguma forma o assunto torna-se conhecido de toda a comunidade;Por estas e outras razões, cada vez menos os gabinetes pastorais são frequentados. Muitos obreiros estão perdendo a confiança dos membros da igreja, que acabam por vezes buscando o aconselhamento com outros, em quem confiam.Quando a confiança entre obreiro e congregação acaba, não resta muita coisa (ou nada) que mantenha a dignidade e a autoridade de uma liderança cristã.Primemos pela ética no aconselhamento pastoral.",,http://4.bp.blogspot.com/_zJmAUWLhT4k/SvdVtjvEpbI/AAAAAAAAAKI/q2iBBxtX-mE/s1600-h/CONTAR-A-VIDA.jpg,2,0.42677256,,Rafael da Silva Lemos,1,3,,"3,6745817507084E+018",0.012345679012345678,ACONSSELHAMENTO PASTORAL: QUANDO FALTA A ÉTICA,"1,8212563990346E+019",162,-1,0.6966
1755476157,1,0.7037,,"1,62631979217318E+018",0,"como Zaqueueu quero subiro mais alto que eu puderso pra ti verolhar para tie chamar sua atenção para mimA trecho que está em negrito é muito perigoso, pois a narração da história de Zaqueu descrito por Lucas é muito diferente; Zaqueu sobe na árvore (sicômoro) por causa da sua pequena estatura (verso 3 e 4), e não pra chamar a atenção de Jesus. Muito pelo contrário, a Bíblia narra que foi Jesus que chamou a atenção de Zaqueu (verso 5 e 6), e ele desceu rapidamente. E outra, Zaqueu só pôde passar por uma transformação, e ter um encontro com Jesus, depois que ele desceu da árvore, por isso, como Zaqueu, eu quero é descer (da árvore, é claro). Jesus é quem se oferece pra pousar na casa deli, e o unico milagre que acontecece é o da salvação da alma, e o de fazer o bem aos pobres, PENSE NISSO. Honorato Neto.",,http://1.bp.blogspot.com/_zJmAUWLhT4k/SvdPmix9sTI/AAAAAAAAAKA/-pd7gOOIVtk/s1600-h/zaqueu+3.jpg,2,0.42677256,,Rafael da Silva Lemos,1,7,,"1,27763730347986E+018",0.03773584905660377,COMO ZAQUEU EU QUERO É DESCER,"1,8212563990346E+019",159,-1,1
1755476158,2,1,,"1,62870003565431E+018",0,"""Trabalho realizado com muito sucesso,escolhi as cores preto pela sofisticação e rosa pela feminilidade. Calvin Klein já é uma marca cheia de glamour então fica fácil unir a ousadia para as mulheres,foi um dos melhores trabalhos que eu já fiz.""",,http://2.bp.blogspot.com/_Yzjr52gwrxc/SS32c29nkgI/AAAAAAAAAI8/lZ8FjP50bYE/s1600-h/trab+certo.jpg,2,0.41390395,,"""As Mais Solicitadas""",1,4,,"5,53295888630572E+018",0.06818181818181818,out door,"1,14850895447637E+017",44,-1,0.6934
